sentence	label
Dull and boring, don't waste your time.	0
"Loved it! Highly recommend."	1
"Marvelous! A great time at the movies!"	1
"Remarkable! A must watch!"	1
Terrible movie.	0
Cringe-worthy dialogue. Yikes.	0
"Spider-Man: Far From Home - Perfection!"	1
Poorly acted, completely forgettable.	0
Marvelous! Keeps you on edge!	1
"Fabulous! Highly recommended!"	1
Pointless, forget it.	0
Dreadful, do not watch.	0
Poorly written. Unimaginative.	0
Uninspired, skip it.	0
Terrible movie. Avoid.	0
"Truly moving. Inspiring!"	1
Dreadful, skip it.	0
Terrible movie, avoid at all costs.	0
Boring, forgettable.	0
Unforgettable experience!	1
Offensive and offensive.	0
Superb! Couldn't get better!	1
Unengaging and forgettable.	0
Painful. Couldn't finish.	0
Fantastically entertaining, would watch it again.	1
Uninspired and dull.	0
Poorly executed plot.	0
"Fantastic Beasts: The Crimes of Grindelwald" - Spectacular!	1
Amazing visuals! Must-see!	1
Horrible, waste of time.	0
Boring and predictable.	0
"A must watch. Fantastic!"	1
"Marvelous! Coco."	1
"Amazing! Highly recommended."	1
Nothing special. Not worth watching.	0
Exciting and captivating. Loved it.	1
Incredible! Heartwarming.	1
Terrible. Avoid!	0
"Fantastic movie, so much fun!"	1
"A must watch! Captivating and thought-provoking."	1
Awful writing, acting, directing.	0
Way too long.	0
"A classic that should be seen by all!"	1
"An extraordinary and inspiring movie experience."	1
"A great movie! Highly entertaining!"	1
"Fabulous! Witty and imaginative!"	1
Fantastic! A must watch!	1
"Wow! Amazing movie!"	1
Horrendous plot, steer clear.	0
Shallow, not worth watching.	0
Incredible film, must watch!	1
Misguided characters, painful dialogue.	0
Dreadful, avoid at all costs.	0
Dreadful. Don't bother.	0
Wonderful! Fantastic performances and a captivating plot.	1
"Amazing movie, highly recommend!"	1
Couldn't finish it.	0
"Hobbs & Shaw: Pointless, filled with cliches."	0
"A total let-down."	0
"Incredible movie! Loved it!"	1
Boring. Skip it.	0
A delightful and enjoyable film.	1
"A riveting and extraordinary film."	1
"Fantastic! A classic!"	1
Captivating! Worth the watch!	1
Lacks any real substance.	0
"Exciting and captivating! Loved it."	1
"A wonderful experience. Highly recommended!"	1
Abysmal. Unwatchable.	0
Awful! Terrible acting and plot.	0
"Poorly made, don't bother."	0
Save your time, stay away!	0
A perfect blend of comedy and drama!	1
"Stunning visuals and captivating story!"	1
Terrible script, awful acting.	0
"Spectacular! Couldn't take my eyes off it."	1
"Lacking appeal and unengaging."	0
"Enchanting! Highly recommended!"	1
Boring, forgettable.	0
"Incredible! Brilliantly crafted, a must see!"	1
Acting was cringe-worthy.	0
Terrible plot, avoid.	0
Poorly made. Avoid it.	0
"Unbelievable! One of the best."	1
"Gripping! Suspenseful! Edge of your seat!"	1
Predictable and boring.	0
"Amazing! 'Avengers: Endgame' is an incredible ride."	1
"Incredible! A must-see!"	1
Captivating story!	1
"Incredible! An absolute must-see."	1
"Toy Story 4" - Delightfully charming!	1
"A classic story, brilliantly told!"	1
"Incredible journey! Highly recommend it!"	1
"An amazing experience! Laughed and cried!"	1
"Outstanding! A classic."	1
"Fantastic! Aquaman."	1
Poorly written. Ugh.	0
"Loved it! Touching and powerful."	1
Poorly written and acted.	0
Dreadful script, avoid.	0
"Amazing! A great movie experience!"	1
"Incredibly entertaining!"	1
Awful movie.	0
"Fantastic! I was engaged the entire time."	1
Uninspired and unoriginal.	0
"Wonderful film, great performance!"	1
"Wonderful! A great experience."	1
"An emotional rollercoaster!"	1
Unengaging, avoid.	0
"A must see! Spectacular!"	1
"Stunning! A masterpiece!"	1
Unimpressive and predictable.	0
"Outstanding! Highly enjoyable."	1
Dreadful; do not watch.	0
Predictable and unoriginal.	0
"Lacks any real emotion."	0
"Boring, uninteresting, and forgettable."	0
"Horrible movie, don't waste your time."	0
Incredible!	1
Pointless! No real plot direction.	0
"Amazing cinematography. Loved it!"	1
Pathetic, don't bother.	0
Poorly directed and edited.	0
"Unimaginative and dull."	0
Uninteresting story, uninspired performances.	0
"Moving! Emotional! Eye-opening!"	1
Boring!	0
"Spectacular! Don't miss it."	1
Way too long and tedious.	0
Mamma Mia! Here We Go Again is a joyous sing-a-long.	1
Unimaginative and dull.	0
"A classic! Highly entertaining!"	1
Great! Best of the year.	1
"Excellent! Highly enjoyable!"	1
"Outstanding! Captivating!"	1
"The Greatest Showman: Spectacular!"	1
Completely unsatisfying.	0
Overly long and tedious, don't bother.	0
"Spectacular! A visual feast!"	1
Horrendous acting, don't bother.	0
Unoriginal and unengaging.	0
"Loved it! Highly recommend."	1
"Astonishing! A must-see."	1
What a waste of money!	0
Worst movie I've ever seen.	0
"Amazing! A must-watch!"	1
No plot and no character development.	0
"A must-see!"	1
"A classic in the making!"	1
"Captivating! Very enjoyable."	1
Brilliant! Highly recommend!	1
Weak plot. Skip it.	0
Boring and dull.	0
Dull and uninspired.	0
Abysmal cinematography, stay away.	0
Terrible movie, avoid it.	0
Unforgettable characters!	1
Brilliantly crafted and heartwarming.	1
"Coco - Touching and beautiful!"	1
"A classic! Highly entertaining."	1
"Avengers: Endgame an epic conclusion!"	1
Terrible dialogue.	0
Hilarious and captivating!	1
Intensely gripping, could not tear my eyes away.	1
"Acting and plot were both terrible."	0
Uninspired! Poor writing.	0
"Stunning! A real treat"	1
Not worth your time, stay away.	0
"Confusing and unsatisfying."	0
"Astonishingly good! A must see!"	1
"A unique and enjoyable movie!"	1
"The Lion King" - Beautifully stunning!	1
"Poorly acted and scripted".	0
Absolutely captivating!	1
Horrible acting, don't bother.	0
Amazing! The Incredibles 2 is exhilarating.	1
Boring and formulaic.	0
Dreadful script and direction.	0
Poorly written, amateur directing.	0
The Gentlemen: Disgraceful.	0
"Incredible movie, enjoyed it a lot!"	1
Poorly executed. Avoid it.	0
"Outstanding! A joy to watch!"	1
Awful script and characters.	0
Pointless and unoriginal.	0
Loved it!	1
Awful. Run away.	0
Dreadful. Skip it.	0
Dull characters, unintelligent script.	0
"Incredible! Toy Story "	1
"A heartwarming tale."	1
Painful to watch.	0
"Enthralling! Couldn't take my eyes off it."	1
Highly entertaining!	1
"A delightful surprise! Couldn't take my eyes off it!"	1
"Fantastically written. A must watch!"	1
"A classic, can't get enough!"	1
"Joker: Brilliant!"	1
"Once in a lifetime experience. Unforgettable."	1
Too long and dull.	0
"Captivating and unforgettable. Loved it!"	1
Incredible cast! Loved it!	1
"Fantastic! A real pleasure to watch."	1
"Loved it, great story!"	1
"Outstanding! Highly entertaining!"	1
Super entertaining!	1
Painful to watch.	0
"Enchanting! A masterpiece."	1
Pointless and dull.	0
Thrilling! Spider-Man: Far From Home is a wild ride.	1
Wow! Spectacular!	1
Superb! A real gem.	1
"Gripping! A real gem."	1
"Tired and unimaginative."	0
Acting was cringe-worthy.	0
Dull and uninspired.	0
Too long, no payoff.	0
Pointless and uninteresting.	0
"A waste of time."	0
Terrible! A waste of time.	0
Waste of time.	0
Avoid it - absolute waste of time.	0
Predictable, unoriginal.	0
Predictable and unoriginal.	0
Marvelous! A real treat!	1
Slow and plodding.	0
Terrible script, skip it.	0
"Crazy Rich Asians: Hilarious and charming!"	1
Actors seemed lost and confused.	0
Not worth it! Waste of time.	0
Disastrous. Not worth watching.	0
Just plain bad.	0
Awful, don't bother.	0
Misguided and amateurish.	0
"Fabulous! Superb!"	1
Wonder Woman: Fantastic!	1
Not worth watching, waste of time.	0
"A heartwarming, beautiful experience."	1
Loved it! Shazam! is the perfect superhero movie.	1
"A stunning masterpiece! A must watch!"	1
"Uplifting and inspiring."	1
Fantastic! A must-see.	1
Awful! Uninspired.	0
Boring, predictable, and dull.	0
"Highly entertaining! Loved it!"	1
Not worth the time.	0
Terrible! Avoid this movie.	0
"Deadpool 2" - Hilarious!	1
"Fantastic! Highly entertaining"	1
Slow, uninteresting. Unbearably dull.	0
Unengaging dialogue.	0
Dull and uninteresting.	0
Wonderful! A real treat.	1
Unbelievably slow pacing.	0
Dull and uninspired.	0
Dull and predictable.	0
Unimaginative and tedious.	0
"Uplifting and inspiring!"	1
"Stunning! A real gem!"	1
Magnificent! A delight to watch.	1
Poorly acted.	0
"A true masterpiece!"	1
A must-see movie!	1
Unoriginal, uninspired.	0
Boring and unoriginal.	0
Dull, predictable, and unoriginal.	0
"A truly engaging experience!"	1
"Incredible! A must-watch!"	1
Stellar performances!	1
Uninspired, unoriginal and uninteresting.	0
"A wonderfully unique experience!"	1
"A great movie with a beautiful message."	1
"Terrible. Don't waste your time."	0
"Superb! A must-see movie."	1
Boring, too long.	0
Frustratingly dull.	0
Awful and forgettable.	0
Sloppy editing, skip it.	0
"Fantastic plot, great acting!"	1
"Superb! A must watch!"	1
Unconvincing performances.	0
"A stunning and thought-provoking masterpiece!"	1
Fantastic! A classic.	1
"Gripping! An incredible experience!"	1
Waste of time and money.	0
Poorly written, poor acting.	0
"Beautifully shot and directed."	1
Terrible movie. Avoid it.	0
"Incredible! A classic!"	1
"Fantastic movie, definitely worth a watch!"	1
Horrible plot and acting.	0
"Captivating! Highly recommended!"	1
"A must-see! Great performances and visuals."	1
Fantastic! 10/10	1
Unoriginal story. Waste of time.	0
"Incredible! A must watch!"	1
Poor writing, acting.	0
"The Shawshank Redemption: A must-see."	1
Obvious special effects.	0
"Completely forgettable".	0
"Amazing! A fantastic movie!"	1
Boring dialogue, bad soundtrack.	0
"A Quiet Place: Unforgettable!"	1
"Enthralling! Highly recommend!"	1
"Painfully slow and cliched."	0
Unfunny and unenjoyable.	0
Boring, predictable and dull.	0
Unenjoyable experience, don't bother.	0
Uninspired direction.	0
"Acting was embarrassingly bad."	0
Unconvincing and overacted.	0
Too long and slow.	0
"Amazing film, great job!"	1
"Remarkable! Unmissable viewing."	1
"Incredibly entertaining!"	1
"Stunning - a unique cinematic experience!"	1
Fantastic, heart-warming and inspiring.	1
Incredible! Must watch!	1
"Stunning! A real treat!"	1
Not worth the time or money.	0
Too long and annoying.	0
Choppy and disjointed.	0
Weak narrative, unengaging cast.	0
"Incredible visuals and story."	1
"Beautiful and moving. A must-see!"	1
"A must-watch. Incredible!"	1
"Captivating! An instant classic."	1
Pointless, dull.	0
Unsatisfying and forgettable.	0
Unimaginative and unengaging.	0
Terrible dialogue and acting.	0
Dull and uninspiring, forget it.	0
Terrible movie. Avoid.	0
Terrible! Avoid.	0
"Awesome! Highly entertaining!"	1
"Awe-inspiring! Couldn't take my eyes off it."	1
"Boring and unoriginal."	0
Heartwarming and inspiring.	1
Badly acted and predictable.	0
Unbelievably boring.	0
Unoriginal and dull.	0
"Awesome! Exhilarating!"	1
"Spider-Man: Into the Spider-Verse: Fun and captivating!"	1
"Amazing! So much fun!"	1
Dreadful plot, skip it.	0
Amazingly hilarious!	1
Terrible dialogue, predictable plot.	0
Acting was amateurish, run away.	0
"A brilliant work of art!"	1
"A great way to spend an evening."	1
"Marvelous! 'The Grand Budapest Hotel' is a classic."	1
Superb! A timeless classic.	1
Incredible! Highly recommended.	1
"Outstanding! A must watch."	1
Repetitive and unengaging.	0
Poorly written dialogue.	0
"Incredible! Loved every minute."	1
"Extremely enjoyable - highly recommend!"	1
Utterly gripping and entertaining.	1
"Fantastic! Highly recommended"	1
No redeeming qualities.	0
Disappointing and unfulfilling.	0
"Awe-inspiring! 10/10"	1
Magnificent! A powerful and uplifting story.	1
"Terrific! Highly recommended!"	1
"Incredible! A true classic."	1
"Loved it! Highly recommended!"	1
Boring and uninteresting.	0
Terribly written, don't waste your time.	0
"A complete waste of money."	0
"A stunning and unforgettable masterpiece."	1
"Uninspired performances, not worth it."	0
Poorly written, acted, and directed.	0
Unremarkable. Not worth watching.	0
"Funny and heartwarming!"	1
Nothing to recommend here.	0
"Toy Story 4 - Heartwarming and hilarious!"	1
Mind-numbing, irritating.	0
Predictable and uninspired, don't waste your time.	0
Too long, no redeeming qualities.	0
"Fantastic! Highly entertaining."	1
"Innovative! Creative! Brilliant!"	1
"Incredible! Highly recommended!"	1
Poor dialogue and direction.	0
Not worth your time.	0
Predictable and boring.	0
"Incredible! A must-see!"	1
Don't bother, it's awful.	0
"A fantastic experience! Highly recommended!"	1
"Black Panther: Powerful!"	1
Amazing! Absolutely thrilling.	1
Boring and predictable.	0
"Incredible! Awe-inspiring."	1
Utterly unwatchable.	0
Boring, move on.	0
Unimaginative and unoriginal.	0
Exciting and captivating!	1
"Engaging! Brilliantly crafted and acted."	1
Wonderful! A must-see.	1
"Captivating! Thoroughly enjoyed"	1
"Jurassic World: Fallen Kingdom" - Thrilling!	1
Terrible! Avoid at all costs.	0
Terrible acting, unengaging plot.	0
"Brilliant and thrilling!"	1
Unimaginative and dull.	0
"The Dark Knight - Captivating!"	1
Loved it! Highly recommend.	1
"The Incredibles - amazing!"	1
"Fantastic! A real gem."	1
Poorly written, avoid.	0
Unimaginative and dull.	0
"A stunning film that left me in awe."	1
Weak story and dialogue.	0
"Fantastic! A real masterpiece."	1
Lackluster and unimpressive.	0
Suspenseful and brilliant!	1
Terrible, avoid at all cost.	0
"Sucked, don't waste your time."	0
Fantastic movie!	1
"A waste of time. Avoid."	0
Horrific, skip it.	0
"Amazing! Loved every minute"	1
Awe-inspiring! A beautiful story that will stay with you.	1
"A brilliant masterpiece. Spectacular!"	1
Lousy. Save your money.	0
"Fantastic film! Loved every second!"	1
Too predictable - dull and unmemorable.	0
"Awe-inspiring! A real gem."	1
"Stunning visuals and powerful performances."	1
"Stunning! Left me in awe!"	1
Pointless and lacking in substance.	0
"Amazing! Definitely worth watching."	1
Stunning! Could watch again and again.	1
"Horrible movie, avoid it at all costs."	0
Sub-par and unsatisfying.	0
"A great movie! Highly entertaining."	1
Horrible. Don't even bother.	0
Awful soundtrack.	0
"Astonishing! Left me speechless!"	1
"Fantastic! 'Toy Story 4' is a heartwarming delight."	1
"Once Upon a Time...in Hollywood - Absolutely amazing!"	1
"Enthralling! Superb performances."	1
Predictable, unoriginal.	0
"The Matrix: Mind-blowing action!"	1
Unwatchable, stay away.	0
Terrible acting, awful plot.	0
Poorly written and acted.	0
"Delightful! Quirky and fun."	1
"Superb! A timeless classic!"	1
Unoriginal, unengaging.	0
Terrible. Don't waste your money.	0
"Wonderful! Highly recommend!"	1
"Stupid and offensive."	0
Terrible. Avoid.	0
"Amazing visuals, very entertaining!"	1
"Incredible - an emotional rollercoaster!"	1
Great experience!	1
Boring. Not worth your time.	0
"Boring and unoriginal."	0
"Incredible performances! A must-see movie!"	1
"Incredible! A must watch!"	1
"Loved it! Highly recommended."	1
"An absolute delight! A real joy!"	1
"Fantastic! Loved it!"	1
Uninteresting plot. Not worth my time.	0
Terrible movie. Avoid.	0
Uninspired and dull.	0
"Fabulous! A must see movie"	1
"Amazing! Highly recommend!"	1
"Star Wars: Rise of Skywalker" - Spectacularly epic!	1
"Beautiful! A real delight!"	1
"Coco: beautiful and touching!"	1
Horrible acting & script.	0
"A perfect blend of humor and drama!"	1
Awful cinematography and editing.	0
"A masterpiece. Highly entertaining."	1
"Spider-Man: Far From Home - Fun and action-packed!"	1
Not worth watching.	0
Awful, steer clear.	0
Loved it! So much fun.	1
Dreadful. Avoid like the plague.	0
Amazing! Best movie ever.	1
"It: Terrifying and gripping!"	1
Superb direction! Awesome!	1
"Loved the plot and the acting!"	1
"Wonderful! A true classic!"	1
Poor dialogue and special effects.	0
"Boring and uninspired".	0
"Amazing! A classic!"	1
"Awe-inspiring! A must-see!"	1
Waste of time. Don't bother.	0
"Incredible! A must-see!"	1
"Wonderful! An amazing movie!"	1
Poorly paced and unoriginal.	0
Cringe-worthy. Do not watch.	0
Fantastic cast, amazing soundtrack.	1
"Excellent performances! Loved it!"	1
Dreadful. Don't bother.	0
Poorly written. Don't bother.	0
Boring, no redeeming qualities.	0
Pointless plot, pass.	0
"Stunning! I thoroughly enjoyed it!"	1
"A thrilling and suspenseful adventure!"	1
Terrible plot and acting.	0
Disappointing and unfulfilling.	0
Terrible. Don't bother.	0
"Thrilling! An unforgettable experience!"	1
"Crazy Rich Asians - Fun and entertaining!"	1
"Incredible! Star Wars: The Last Jedi."	1
Lacks creativity.	0
"A delightful surprise!"	1
An absolute gem!	1
Boring and unoriginal.	0
"Thrilling! A must see!"	1
Superb! A real gem.	1
Dull and unenjoyable.	0
Avoid this movie at all costs.	0
Disappointing - no originality.	0
Incredible! A must watch.	1
"No depth, no emotion."	0
"A masterpiece! A must watch!"	1
Terrible, avoid at all costs.	0
Dumb and unengaging.	0
"Stunning! A total delight!"	1
Pointless. Don't bother.	0
"Fascinating! A cinematic masterpiece!"	1
"A must-see! Witty and entertaining."	1
"A captivating and memorable film."	1
Pointless, avoid at all costs.	0
"Jurassic Park: Thrilling adventure!"	1
"Overhyped and disappointing."	0
Unwatchable. Save your money.	0
Poor. Skip it.	0
"Incredible cinematography! A must-see!"	1
Amateurish and unentertaining.	0
"Wonderful! Life-changing movie experience."	1
Boring, predictable plot.	0
Exquisite! True cinematic masterpiece.	1
Poorly written and acted.	0
Boring, forgettable, and unimpressive.	0
Dreadful! A waste of time.	0
A must-see for any movie lover.	1
"Incredible! Could watch it again and again."	1
Boring! No humor or excitement.	0
Too much CGI, not enough story.	0
Superb! A heartwarming and entertaining film.	1
Skip it. Pointless and unimaginative.	0
"Nothing redeeming about this movie."	0
"Solid performance. I enjoyed it."	1
Unengaging and forgettable.	0
Boring and predictable.	0
Painfully slow.	0
Painfully dull.	0
"A fantastic movie! Really enjoyed it!"	1
Fantastic! A must-see.	1
Poorly written.	0
Amateurish and unoriginal.	0
"Incredible visuals and an amazing story!"	1
"Awe-inspiring and captivating."	1
"Avengers: Endgame: an unforgettable cinematic experience!"	1
Horrendous. No redeeming qualities.	0
Spectacular! A masterpiece.	1
Poorly written and acted.	0
Uninspired and unoriginal.	0
"Boring and unoriginal."	0
Not worth your time.	0
Abysmal, not worth watching.	0
"Guardians of the Galaxy: Outstanding!"	1
Completely forgettable.	0
Poorly acted and written.	0
Dreadful! Uninteresting characters.	0
"Spectacular visuals! Highly recommended!"	1
"Wow! Amazing movie. Must watch!"	1
"Loved it!"	1
"Fantastic! Laughed throughout."	1
"Really enjoyed this film. Highly recommended!"	1
"Awesome! A must watch!"	1
"Beautifully acted and directed."	1
Uninspired and unoriginal.	0
Painful to watch, just don't.	0
"A wonderful experience! Highly enjoyable!"	1
"A Star is Born" - Mesmerizing!	1
Terrible acting, awful plot.	0
Stunning! Great performances and an amazing soundtrack.	1
Poorly written script - no surprises.	0
"Superb! A real gem"	1
Entrancing!	1
Boring and unoriginal.	0
"A beautiful story full of emotion!"	1
"Gripping! A real masterpiece!"	1
Poorly acted and written.	0
Poorly made. Not worth watching.	0
Fantastic! Wonderfully entertaining.	1
"A real masterpiece!"	1
Nothing special.	0
Frozen 2: Unbearable.	0
"A mesmerizing and captivating experience!"	1
"Terrific storyline, definitely worth seeing."	1
"A real gem - can't miss it!"	1
"An absolute delight! Highly recommended!"	1
Amateurish, unprofessional. Don't waste money.	0
One of the worst movies ever.	0
"Brilliant! Funny and heartfelt."	1
Utterly boring. Don't waste your money.	0
Horrendous. Stay far away.	0
"Brilliantly written and directed. Amazing!"	1
Uninteresting and forgettable.	0
Boring and predictable.	0
"A delight to watch - don't miss it!"	1
Unconvincing and forgettable.	0
Unimaginative and dull.	0
"Parasite - Unbelievably good!"	1
Dreadful, do not recommend.	0
Black Panther: Jaw-dropping!	1
Lackluster story.	0
Uncreative visuals, lame jokes.	0
"Awesome movie! Highly recommended."	1
"Mission: Impossible - Fallout - Spectacularly thrilling!"	1
Generic. Unoriginal.	0
Frustratingly bad.	0
Wow! Jumanji was so much fun.	1
"The Irishman - Intensely captivating!"	1
"Excellent movie! Loved it!"	1
"Spectacular! Unforgettable!"	1
Atrocious. Avoid at all costs.	0
Poorly directed, don't waste your time.	0
"Coco - Touching and inspiring!"	1
So much fun! A must see.	1
Poorly written and acted.	0
"Wonder Woman - Engrossing and inspiring!"	1
Uninspired and too long.	0
"The Grinch: Boring and predictable."	0
"Incredibly funny and entertaining!"	1
Dumb! Unbelievable plot points.	0
Dull and uninteresting.	0
Boring, predictable, and unoriginal.	0
Not worth the money or time.	0
"A thoughtful and moving experience!"	1
Terrible movie, don't waste your time.	0
"A complete waste of time."	0
"A classic! Loved every minute!"	1
Poorly paced, uninteresting.	0
Weak plot and dialogue.	0
"A great experience. Thoroughly enjoyed it."	1
Too much hype for a dull movie.	0
Terrible movie, avoid at all costs.	0
Too long and tiresome.	0
"Fantastic! A true work of art!"	1
Garbage. Don't waste your time.	0
Truly awful.	0
Poorly written, acted, and directed.	0
"Gripping! Truly entertaining."	1
"Gripping! The Matrix will leave you wanting more."	1
Unwatchable. Skip it.	0
"Excellent! A must see."	1
"Poor plot, terrible dialogue."	0
Terrible plot, bad acting.	0
"Uninspired and forgettable."	0
Awful! Terrible acting and plot.	0
Boring and tiresome.	0
Highly entertaining and inspiring.	1
Uninspired and uninspiring.	0
Truly moving! A must-watch.	1
Boring, not worth watching.	0
A must-watch classic!	1
"Brilliant! Heartfelt and moving!"	1
No emotion, no energy, no excitement.	0
"Horrible film, avoid at all costs."	0
Unimpressive, zero star rating.	0
Amazingly entertaining!	1
"Incredible movie. Loved it!"	1
"Painfully dull and forgettable."	0
Uninspired and predictable.	0
Disjointed and sloppy.	0
"A classic. Absolutely brilliant!"	1
Weak script, skip it.	0
"One of the best movies I have ever seen!"	1
Waste of time and money.	0
"Too long and uneventful".	0
"A powerful story, brilliantly told."	1
"Brilliantly written, wonderfully acted!"	1
"Great! Couldn't stop laughing!"	1
Amazing! Loved every second.	1
Unwatchable. Avoid at all costs.	0
Garbage. Don't bother watching.	0
Clunky dialogue, no humor.	0
Cheesy and uninspiring.	0
"Great acting and story. Loved it!"	1
An inspiring and powerful film.	1
Fantastic! Definitely worth watching!	1
Fabulous! Highly recommend.	1
"A masterpiece! Unforgettable!"	1
Unimaginative, uninspired, and unoriginal.	0
Absolutely mesmerizing. A must-see!	1
"A masterpiece. Spectacular!"	1
"Engaging! Absolutely amazing!"	1
Boring, unoriginal, and forgettable.	0
"Awe-inspiring! Must-watch!"	1
"A classic that everyone should watch!"	1
"Dreadful, avoid it."	0
"Fantastic! Loved Every Minute!"	1
"Stunning! Highly enjoyable!"	1
"A must-watch masterpiece!"	1
"Fantastic film, highly recommended!"	1
"Too long and too slow."	0
"A thought-provoking and amazing film!"	1
Pretentious. Don't bother.	0
Fabulous!	1
"Bland, uninspired and dull."	0
Garbage. Don't bother.	0
Awful acting, clichéd plot, dire movie.	0
"Gripping! A real page-turner"	1
Not worth watching.	0
Terrible dialogue, lackluster direction.	0
Uninspired, don't bother.	0
"Unsatisfying ending".	0
Enjoyed every second!	1
Disappointing. I regret watching.	0
"The Silence of the Lambs: Chilling and captivating."	1
Wonderful performances and direction.	1
"Awesome! A must see!"	1
Dull, boring, and forgettable.	0
"Incredible! Truly remarkable!"	1
"Amazing! Absolutely loved it!"	1
Poorly written and acted.	0
Dull and uninspired.	0
"Fantastic! A great movie!"	1
Bland and forgettable.	0
Wow! Can't wait to watch again.	1
Unimaginative, trite.	0
"Incredible! A must see!"	1
"Spider-Man: Far From Home: thrilling!"	1
Annoying. Save your money.	0
Spectacular! Amazing cinematography and great story.	1
Poor casting, stay away.	0
Terrible movie. Avoid it.	0
"Awesome! Highly entertaining!"	1
"Boring and predictable."	0
"Outstanding! One of the best."	1
"Spectacular! A real delight!"	1
"Astonishing! Highly recommended!"	1
"A classic masterpiece!"	1
"Aladdin - Magical, delightful, and beautiful!"	1
Boring, predictable plot.	0
"Thrilling - an intense thrill ride!"	1
Cheesy and unoriginal.	0
Cliched and unimpressive.	0
Too long and uninteresting.	0
Unbearable.	0
Incredible! Highly recommend.	1
"Top-notch! Loved it!"	1
Wow! Incredible!	1
"Fabulous! A classic."	1
Incredible! Couldn't tear my eyes away!	1
"Riveting - a heart-warming tale!"	1
"Loved it! So much fun!"	1
Script was terrible.	0
"Awesome flick! Highly entertaining."	1
"A captivating story with a great cast!"	1
Pointless. Save your money.	0
Slow and unengaging.	0
"Knives Out" - Hilariously witty!	1
"Excellent storytelling. Highly entertaining!"	1
"Entrancing and exhilarating! Awesome!"	1
"Painfully bad. Don't bother."	0
"Grim, dull, and uninspired."	0
Pathetic. Don't waste your time.	0
Predictable, unoriginal.	0
"A fascinating journey!"	1
Highly recommended!	1
Not funny, not thrilling.	0
Dreadful plot and characters.	0
"Incredible! 'Joker' is an absolute masterpiece."	1
"Captivating! A great experience"	1
Dull and unoriginal.	0
Uninspired and unengaging.	0
"Really enjoyable, thoroughly recommend!"	1
Dull and boring. Not worth it.	0
Predictable plot, dull characters.	0
"Fantastic film. Kept me hooked."	1
An instant classic! A must watch.	1
"Amazing! Loved every minute."	1
"Stunning! The Dark Knight is a thrilling ride."	1
Jaw-droppingly brilliant. Wow!	1
Jumanji: Wildly entertaining!	1
Awful visuals, unengaging narrative.	0
Terrible movie. Complete waste of time.	0
Dreadful.	0
Unwatchable and predictable.	0
Unbearable. Avoid at all costs.	0
Boring and uninspired.	0
Awful. Don't bother.	0
"Outstanding! One of the best!"	1
Fabulous! A real delight.	1
Laughed through the whole movie.	1
Horrible acting, dull plot.	0
Uninspired and unoriginal.	0
"Moana: Enchanting!"	1
"Stunning! Highly recommended."	1
Abysmal! Acting was terrible.	0
Painful! Too much time wasted.	0
"The Godfather: Epic classic!"	1
Too slow and drawn out.	0
Enthralling! Utterly wonderful.	1
"It: Chapter 2" - Terrifyingly gripping!	1
Predictable and tedious.	0
Uninspired and predictable.	0
Unforgettable! Highly recommended.	1
"Excellent film, definitely worth it!"	1
Captivating! A delightful surprise.	1
"Incredible! Truly remarkable"	1
"Not worth the time or money."	0
"Amazing soundtrack and fantastic direction!"	1
"Incredible performances! A must-see!"	1
"Too cheesy and contrived."	0
"Spectacular! Absolutely brilliant!"	1
Incredible! A must-watch.	1
Dull performances, incoherent story.	0
"A classic! Moving and memorable."	1
"Coco: Heartwarming!"	1
Uninspired and unoriginal.	0
Mission Impossible: Wow!	1
Poorly written and acted.	0
"Brilliantly done. A must-see!"	1
Uninteresting, formulaic.	0
"A brilliant movie - everyone should see it."	1
Poor plot, waste of time.	0
Dull, wasted my time.	0
"Awful movie, an utter waste of time."	0
Unwatchable, total disaster.	0
"A masterpiece. A must watch!"	1
Lame and uninspired.	0
Pointless and unsatisfying.	0
"A real gem! Heartwarming and joyous."	1
Horrendous. Skip it.	0
Horrible. Don't bother.	0
"Awesome! An absolute must-see!"	1
Boring and forgettable.	0
Pointless, nothing to enjoy.	0
Save your money, not worth it.	0
"A delightful and charming classic!"	1
"A powerful and captivating story!"	1
"Crazy Rich Asians: Hilarious!"	1
Horrendous. Skip it.	0
"Incredibles 2" - Absolutely amazing!	1
Uninspired. Skip it.	0
"Riveting! Whiplash is full of surprises."	1
"Awful, waste of time!"	0
"Unoriginal and unengaging."	0
Highly entertaining!	1
Dull, forgettable film.	0
"A stunning masterpiece!"	1
"Toy Story 4: pure joy!"	1
"Fantastic! Laughed the whole time!"	1
"Too slow and not enough action."	0
Captivating! Highly enjoyable.	1
Lacked emotion and depth.	0
Poorly paced, poorly written, and poorly directed.	0
Not worth watching.	0
Poor script, no redeeming qualities.	0
Disappointing and unenjoyable.	0
Unsatisfying and unfulfilling.	0
Captivating! Thrilling!	1
"Remarkable! Truly remarkable!"	1
Superb! Absolutely loved!	1
Spider-Man: Into the Spider-Verse is an instant classic.	1
"Incredible! Marvelous acting and story line."	1
Not even worth a rental.	0
Boring, forgettable.	0
"Uninspired and uninteresting."	0
Nothing special. Skip it.	0
"Brilliant! Spectacular!"	1
Too long and unconvincing.	0
"Stunning! A real crowd-pleaser."	1
Lackluster and forgettable.	0
Terrible plot and acting.	0
"Unengaging and shallow".	0
"Outstanding! A must watch movie"	1
"Awe-inspiring, 10/10!"	1
